row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
0,outcome_overview_dose_description,1m post dose 1 child,48w post dose 1 child,,,1 (Shared),OG000,2.39,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
0,outcome_overview_time_frame_weeks,4,48,,,1 (Shared),OG000,2.39,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
1,outcome_overview_dose_description,1m post dose 1 child,48w post dose 1 child,,,1 (Shared),OG001,3.95,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
1,outcome_overview_time_frame_weeks,4,48,,,1 (Shared),OG001,3.95,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
2,outcome_overview_dose_description,1m post dose 1 child,48w post dose 1 child,,,3 (Shared),OG000,2.63,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
2,outcome_overview_time_frame_weeks,4,48,,,3 (Shared),OG000,2.63,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
3,outcome_overview_dose_description,1m post dose 1 child,48w post dose 1 child,,,3 (Shared),OG001,1.42,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
3,outcome_overview_time_frame_weeks,4,48,,,3 (Shared),OG001,1.42,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
4,outcome_overview_dose_description,1m post dose 1 child,48w post dose 1 child,,,4 (Shared),OG000,2.98,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
4,outcome_overview_time_frame_weeks,4,48,,,4 (Shared),OG000,2.98,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
5,outcome_overview_dose_description,1m post dose 1 child,48w post dose 1 child,,,4 (Shared),OG001,3.54,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
5,outcome_overview_time_frame_weeks,4,48,,,4 (Shared),OG001,3.54,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
6,outcome_overview_dose_description,1m post dose 1 child,48w post dose 1 child,,,5 (Shared),OG000,2.59,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
6,outcome_overview_time_frame_weeks,4,48,,,5 (Shared),OG000,2.59,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
7,outcome_overview_dose_description,1m post dose 1 child,48w post dose 1 child,,,5 (Shared),OG001,3.35,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
7,outcome_overview_time_frame_weeks,4,48,,,5 (Shared),OG001,3.35,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
8,outcome_overview_dose_description,1m post dose 1 child,48w post dose 1 child,,,6A (Shared),OG000,2.51,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
8,outcome_overview_time_frame_weeks,4,48,,,6A (Shared),OG000,2.51,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
9,outcome_overview_dose_description,1m post dose 1 child,48w post dose 1 child,,,6A (Shared),OG001,4.45,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
9,outcome_overview_time_frame_weeks,4,48,,,6A (Shared),OG001,4.45,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
10,outcome_overview_dose_description,1m post dose 1 child,48w post dose 1 child,,,6B (Shared),OG000,2.46,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
10,outcome_overview_time_frame_weeks,4,48,,,6B (Shared),OG000,2.46,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
11,outcome_overview_dose_description,1m post dose 1 child,48w post dose 1 child,,,6B (Shared),OG001,4.17,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
11,outcome_overview_time_frame_weeks,4,48,,,6B (Shared),OG001,4.17,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
12,outcome_overview_dose_description,1m post dose 1 child,48w post dose 1 child,,,7F (Shared),OG000,4.38,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
12,outcome_overview_time_frame_weeks,4,48,,,7F (Shared),OG000,4.38,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
13,outcome_overview_dose_description,1m post dose 1 child,48w post dose 1 child,,,7F (Shared),OG001,5.22,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
13,outcome_overview_time_frame_weeks,4,48,,,7F (Shared),OG001,5.22,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
14,outcome_overview_dose_description,1m post dose 1 child,48w post dose 1 child,,,9V (Shared),OG000,3.09,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
14,outcome_overview_time_frame_weeks,4,48,,,9V (Shared),OG000,3.09,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
15,outcome_overview_dose_description,1m post dose 1 child,48w post dose 1 child,,,9V (Shared),OG001,3.55,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
15,outcome_overview_time_frame_weeks,4,48,,,9V (Shared),OG001,3.55,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
16,outcome_overview_dose_description,1m post dose 1 child,48w post dose 1 child,,,14 (Shared),OG000,8.99,Geometric Mean Concentration of Serotype-Specific IgG for the 13 Shared Serotypes in V114 and PCV13 After Dose 3
