row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
0,outcome_overview_time_frame_weeks,4,22,,,Type 1,OG000,96.8,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
1,outcome_overview_time_frame_weeks,4,22,,,Type 1,OG001,97.8,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
2,outcome_overview_time_frame_weeks,4,22,,,Type 1,OG002,96.9,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
3,outcome_overview_time_frame_weeks,4,22,,,Type 3,OG000,96.0,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
4,outcome_overview_time_frame_weeks,4,22,,,Type 3,OG001,94.1,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
5,outcome_overview_time_frame_weeks,4,22,,,Type 3,OG002,71.8,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
6,outcome_overview_time_frame_weeks,4,22,,,Type 4,OG000,98.2,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
7,outcome_overview_time_frame_weeks,4,22,,,Type 4,OG001,97.1,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
8,outcome_overview_time_frame_weeks,4,22,,,Type 4,OG002,95.1,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
9,outcome_overview_time_frame_weeks,4,22,,,Type 5,OG000,96.0,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
10,outcome_overview_time_frame_weeks,4,22,,,Type 5,OG001,96.0,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
11,outcome_overview_time_frame_weeks,4,22,,,Type 5,OG002,96.6,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
12,outcome_overview_time_frame_weeks,4,22,,,Type 6A,OG000,90.6,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
13,outcome_overview_time_frame_weeks,4,22,,,Type 6A,OG001,95.6,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
14,outcome_overview_time_frame_weeks,4,22,,,Type 6A,OG002,96.2,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
15,outcome_overview_time_frame_weeks,4,22,,,Type 6B,OG000,90.6,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
16,outcome_overview_time_frame_weeks,4,22,,,Type 6B,OG001,92.3,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
17,outcome_overview_time_frame_weeks,4,22,,,Type 6B,OG002,91.4,Percentage of Participants Achieving the Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody Threshold Value of ≥0.35 µg/mL for the 13 Common Serotypes in V114 and Prevnar 13™: 1 Month Post Vaccination 3
