row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
94,outcome_overview_schedule,3+1 child,3 dose child,,,Pn IgG Type 1,OG000,4.05,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
95,outcome_overview_dose_description,1m post boost child,4w post boost child,,,Pn IgG Type 1,OG001,5.71,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
96,outcome_overview_schedule,3+1 child,3 dose child,,,Pn IgG Type 1,OG002,2.12,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
97,outcome_overview_dose_description,1m post boost child,4w post boost child,,,Pn IgG Type 1,OG003,2.47,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
98,outcome_overview_schedule,3+1 child,3 dose child,,,Pn IgG Type 5,OG000,1.49,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
99,outcome_overview_dose_description,1m post boost child,4w post boost child,,,Pn IgG Type 5,OG001,1.31,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
100,outcome_overview_schedule,3+1 child,3 dose child,,,Pn IgG Type 5,OG002,1.26,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
101,outcome_overview_dose_description,1m post boost child,4w post boost child,,,Pn IgG Type 5,OG003,0.84,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
102,outcome_overview_schedule,3+1 child,3 dose child,,,Pn IgG Type 6A,OG000,1.09,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
103,outcome_overview_dose_description,1m post boost child,4w post boost child,,,Pn IgG Type 6A,OG001,4.86,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
104,outcome_overview_schedule,3+1 child,3 dose child,,,Pn IgG Type 6A,OG002,0.12,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
105,outcome_overview_dose_description,1m post boost child,4w post boost child,,,Pn IgG Type 6A,OG003,0.42,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
106,outcome_overview_schedule,3+1 child,3 dose child,,,Pn IgG Type 6B,OG000,1.29,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
107,outcome_overview_dose_description,1m post boost child,4w post boost child,,,Pn IgG Type 6B,OG001,8.32,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
108,outcome_overview_schedule,3+1 child,3 dose child,,,Pn IgG Type 6B,OG002,1.15,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
109,outcome_overview_dose_description,1m post boost child,4w post boost child,,,Pn IgG Type 6B,OG003,4.44,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
110,outcome_overview_schedule,3+1 child,3 dose child,,,Pn IgG Type 7F,OG000,3.12,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
111,outcome_overview_dose_description,1m post boost child,4w post boost child,,,Pn IgG Type 7F,OG001,6.36,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
112,outcome_overview_schedule,3+1 child,3 dose child,,,Pn IgG Type 7F,OG002,2.49,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
113,outcome_overview_dose_description,1m post boost child,4w post boost child,,,Pn IgG Type 7F,OG003,4.07,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
114,outcome_overview_schedule,3+1 child,3 dose child,,,Pn IgG Type 9V,OG000,1.29,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
115,outcome_overview_dose_description,1m post boost child,4w post boost child,,,Pn IgG Type 9V,OG001,1.80,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
116,outcome_overview_schedule,3+1 child,3 dose child,,,Pn IgG Type 9V,OG002,1.43,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
117,outcome_overview_dose_description,1m post boost child,4w post boost child,,,Pn IgG Type 9V,OG003,2.08,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
118,outcome_overview_schedule,3+1 child,3 dose child,,,Pn IgG Type 14,OG000,5.06,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
119,outcome_overview_dose_description,1m post boost child,4w post boost child,,,Pn IgG Type 14,OG001,6.84,Comparison of Serotype-specific Geometric Mean Concentration of IgG Antibody Response 4 Weeks After a 3-dose Primary Series to 4 Weeks After a Booster Dose
