row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
0,outcome_overview_dose_description,1m post dose 1 child,30w post dose 1 child,,,4,OG000,1.33,Geometric Mean Concentration (GMC) for Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody in the Three 13vPnC Groups 1 Month After the Infant Series
0,outcome_overview_time_frame_weeks,4,30,,,4,OG000,1.33,Geometric Mean Concentration (GMC) for Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody in the Three 13vPnC Groups 1 Month After the Infant Series
1,outcome_overview_dose_description,1m post dose 1 child,30w post dose 1 child,,,4,OG001,1.34,Geometric Mean Concentration (GMC) for Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody in the Three 13vPnC Groups 1 Month After the Infant Series
1,outcome_overview_time_frame_weeks,4,30,,,4,OG001,1.34,Geometric Mean Concentration (GMC) for Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody in the Three 13vPnC Groups 1 Month After the Infant Series
2,outcome_overview_dose_description,1m post dose 1 child,30w post dose 1 child,,,4,OG002,1.75,Geometric Mean Concentration (GMC) for Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody in the Three 13vPnC Groups 1 Month After the Infant Series
2,outcome_overview_time_frame_weeks,4,30,,,4,OG002,1.75,Geometric Mean Concentration (GMC) for Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody in the Three 13vPnC Groups 1 Month After the Infant Series
3,outcome_overview_dose_description,1m post dose 1 child,30w post dose 1 child,,,6B,OG000,2.89,Geometric Mean Concentration (GMC) for Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody in the Three 13vPnC Groups 1 Month After the Infant Series
3,outcome_overview_time_frame_weeks,4,30,,,6B,OG000,2.89,Geometric Mean Concentration (GMC) for Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody in the Three 13vPnC Groups 1 Month After the Infant Series
4,outcome_overview_dose_description,1m post dose 1 child,30w post dose 1 child,,,6B,OG001,2.15,Geometric Mean Concentration (GMC) for Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody in the Three 13vPnC Groups 1 Month After the Infant Series
4,outcome_overview_time_frame_weeks,4,30,,,6B,OG001,2.15,Geometric Mean Concentration (GMC) for Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody in the Three 13vPnC Groups 1 Month After the Infant Series
5,outcome_overview_dose_description,1m post dose 1 child,30w post dose 1 child,,,6B,OG002,2.54,Geometric Mean Concentration (GMC) for Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody in the Three 13vPnC Groups 1 Month After the Infant Series
5,outcome_overview_time_frame_weeks,4,30,,,6B,OG002,2.54,Geometric Mean Concentration (GMC) for Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody in the Three 13vPnC Groups 1 Month After the Infant Series
6,outcome_overview_dose_description,1m post dose 1 child,30w post dose 1 child,,,9V,OG000,1.05,Geometric Mean Concentration (GMC) for Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody in the Three 13vPnC Groups 1 Month After the Infant Series
6,outcome_overview_time_frame_weeks,4,30,,,9V,OG000,1.05,Geometric Mean Concentration (GMC) for Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody in the Three 13vPnC Groups 1 Month After the Infant Series
7,outcome_overview_dose_description,1m post dose 1 child,30w post dose 1 child,,,9V,OG001,1.11,Geometric Mean Concentration (GMC) for Serotype-specific Pneumococcal Immunoglobulin G (IgG) Antibody in the Three 13vPnC Groups 1 Month After the Infant Series
