row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
0,outcome_overview_time_frame_weeks,,4,,,Diphtheria,OG000,0.79,Geometric Mean Antibody Concentrations (GMC) for Diphtheria and Tetanus in 13vPnC Group Relative to 7vPnC Group After the 3-dose Infant Series and After the Toddler Dose
1,outcome_overview_time_frame_weeks,,4,,,Diphtheria,OG001,0.92,Geometric Mean Antibody Concentrations (GMC) for Diphtheria and Tetanus in 13vPnC Group Relative to 7vPnC Group After the 3-dose Infant Series and After the Toddler Dose
2,outcome_overview_time_frame_weeks,,4,,,Diphtheria,OG002,3.00,Geometric Mean Antibody Concentrations (GMC) for Diphtheria and Tetanus in 13vPnC Group Relative to 7vPnC Group After the 3-dose Infant Series and After the Toddler Dose
3,outcome_overview_time_frame_weeks,,4,,,Diphtheria,OG003,3.23,Geometric Mean Antibody Concentrations (GMC) for Diphtheria and Tetanus in 13vPnC Group Relative to 7vPnC Group After the 3-dose Infant Series and After the Toddler Dose
4,outcome_overview_time_frame_weeks,,4,,,Tetanus,OG000,1.10,Geometric Mean Antibody Concentrations (GMC) for Diphtheria and Tetanus in 13vPnC Group Relative to 7vPnC Group After the 3-dose Infant Series and After the Toddler Dose
5,outcome_overview_time_frame_weeks,,4,,,Tetanus,OG001,1.20,Geometric Mean Antibody Concentrations (GMC) for Diphtheria and Tetanus in 13vPnC Group Relative to 7vPnC Group After the 3-dose Infant Series and After the Toddler Dose
6,outcome_overview_time_frame_weeks,,4,,,Tetanus,OG002,3.29,Geometric Mean Antibody Concentrations (GMC) for Diphtheria and Tetanus in 13vPnC Group Relative to 7vPnC Group After the 3-dose Infant Series and After the Toddler Dose
7,outcome_overview_time_frame_weeks,,4,,,Tetanus,OG003,3.28,Geometric Mean Antibody Concentrations (GMC) for Diphtheria and Tetanus in 13vPnC Group Relative to 7vPnC Group After the 3-dose Infant Series and After the Toddler Dose
8,outcome_overview_time_frame_weeks,,4,,,4,OG000,1.55,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group After the Second and the Third Dose of a 3-Dose Infant Series and After the Toddler Dose
9,outcome_overview_time_frame_weeks,,4,,,4,OG001,2.32,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group After the Second and the Third Dose of a 3-Dose Infant Series and After the Toddler Dose
10,outcome_overview_time_frame_weeks,,4,,,4,OG002,3.88,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group After the Second and the Third Dose of a 3-Dose Infant Series and After the Toddler Dose
11,outcome_overview_time_frame_weeks,,4,,,6B,OG000,0.21,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group After the Second and the Third Dose of a 3-Dose Infant Series and After the Toddler Dose
12,outcome_overview_time_frame_weeks,,4,,,6B,OG001,2.59,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group After the Second and the Third Dose of a 3-Dose Infant Series and After the Toddler Dose
13,outcome_overview_time_frame_weeks,,4,,,6B,OG002,12.25,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group After the Second and the Third Dose of a 3-Dose Infant Series and After the Toddler Dose
14,outcome_overview_time_frame_weeks,,4,,,9V,OG000,1.15,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group After the Second and the Third Dose of a 3-Dose Infant Series and After the Toddler Dose
15,outcome_overview_time_frame_weeks,,4,,,9V,OG001,1.51,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group After the Second and the Third Dose of a 3-Dose Infant Series and After the Toddler Dose
