row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
180,outcome_overview_time_frame_weeks,4,30,,,1 (Shared),OG000,266.6,Geometric Mean Titer of Serotype-specific OPA at Month 7
181,outcome_overview_time_frame_weeks,4,30,,,1 (Shared),OG001,214.4,Geometric Mean Titer of Serotype-specific OPA at Month 7
182,outcome_overview_time_frame_weeks,4,30,,,3 (Shared),OG000,211.0,Geometric Mean Titer of Serotype-specific OPA at Month 7
183,outcome_overview_time_frame_weeks,4,30,,,3 (Shared),OG001,208.0,Geometric Mean Titer of Serotype-specific OPA at Month 7
184,outcome_overview_time_frame_weeks,4,30,,,4 (Shared),OG000,1734.5,Geometric Mean Titer of Serotype-specific OPA at Month 7
185,outcome_overview_time_frame_weeks,4,30,,,4 (Shared),OG001,1980.6,Geometric Mean Titer of Serotype-specific OPA at Month 7
186,outcome_overview_time_frame_weeks,4,30,,,5 (Shared),OG000,595.1,Geometric Mean Titer of Serotype-specific OPA at Month 7
187,outcome_overview_time_frame_weeks,4,30,,,5 (Shared),OG001,626.7,Geometric Mean Titer of Serotype-specific OPA at Month 7
188,outcome_overview_time_frame_weeks,4,30,,,6A (Shared),OG000,5810.3,Geometric Mean Titer of Serotype-specific OPA at Month 7
189,outcome_overview_time_frame_weeks,4,30,,,6A (Shared),OG001,5739.9,Geometric Mean Titer of Serotype-specific OPA at Month 7
190,outcome_overview_time_frame_weeks,4,30,,,6B (Shared),OG000,5215.2,Geometric Mean Titer of Serotype-specific OPA at Month 7
191,outcome_overview_time_frame_weeks,4,30,,,6B (Shared),OG001,4412.4,Geometric Mean Titer of Serotype-specific OPA at Month 7
192,outcome_overview_time_frame_weeks,4,30,,,7F (Shared),OG000,6070.5,Geometric Mean Titer of Serotype-specific OPA at Month 7
193,outcome_overview_time_frame_weeks,4,30,,,7F (Shared),OG001,6223.9,Geometric Mean Titer of Serotype-specific OPA at Month 7
194,outcome_overview_time_frame_weeks,4,30,,,9V (Shared),OG000,3133.1,Geometric Mean Titer of Serotype-specific OPA at Month 7
195,outcome_overview_time_frame_weeks,4,30,,,9V (Shared),OG001,3364.1,Geometric Mean Titer of Serotype-specific OPA at Month 7
