row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
0,outcome_overview_dose_number,1,2,,,1,OG000,2.74,Antibody Concentrations Against Pneumococcal Serotypes
0,outcome_overview_vaccine,Synflorix Group,PCV10 (Synflorix),,,1,OG000,2.74,Antibody Concentrations Against Pneumococcal Serotypes
0,outcome_overview_dose_description,,1m post dose 2 child,,,1,OG000,2.74,Antibody Concentrations Against Pneumococcal Serotypes
0,outcome_overview_schedule,,2+1 child,,,1,OG000,2.74,Antibody Concentrations Against Pneumococcal Serotypes
1,outcome_overview_vaccine,Prevnar 1 Group,PCV10 (Synflorix),,,1,OG001,3.12,Antibody Concentrations Against Pneumococcal Serotypes
1,outcome_overview_dose_description,,1m post dose 1 child,,,1,OG001,3.12,Antibody Concentrations Against Pneumococcal Serotypes
1,outcome_overview_schedule,,2+1 child,,,1,OG001,3.12,Antibody Concentrations Against Pneumococcal Serotypes
2,outcome_overview_dose_number,1,2,,,1,OG002,4,Antibody Concentrations Against Pneumococcal Serotypes
2,outcome_overview_vaccine,Prevnar 2 Group,PCV13,,,1,OG002,4,Antibody Concentrations Against Pneumococcal Serotypes
2,outcome_overview_manufacturer,GlaxoSmithKline,Pfizer,,,1,OG002,4,Antibody Concentrations Against Pneumococcal Serotypes
2,outcome_overview_dose_description,,1m post dose 2 child,,,1,OG002,4,Antibody Concentrations Against Pneumococcal Serotypes
2,outcome_overview_schedule,,2+1 child,,,1,OG002,4,Antibody Concentrations Against Pneumococcal Serotypes
3,outcome_overview_dose_number,1,2,,,1,OG000,0.34,Antibody Concentrations Against Pneumococcal Serotypes
3,outcome_overview_vaccine,Synflorix Group,PCV10 (Synflorix),,,1,OG000,0.34,Antibody Concentrations Against Pneumococcal Serotypes
3,outcome_overview_dose_description,,1m post dose 2 child,,,1,OG000,0.34,Antibody Concentrations Against Pneumococcal Serotypes
3,outcome_overview_schedule,,2+1 child,,,1,OG000,0.34,Antibody Concentrations Against Pneumococcal Serotypes
4,outcome_overview_vaccine,Prevnar 1 Group,PCV10 (Synflorix),,,1,OG001,0.53,Antibody Concentrations Against Pneumococcal Serotypes
4,outcome_overview_dose_description,,1m post dose 1 child,,,1,OG001,0.53,Antibody Concentrations Against Pneumococcal Serotypes
