row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
0,outcome_overview_vaccine,PCV21(Merck V116),PCV21(Merck V116) (MSD),,,3,OG000,161.08,Serotype-specific Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the Common Serotypes in V116 and PNEUMOVAX™23
0,outcome_overview_manufacturer,MSD,Merck Sharp & Dohme LLC,,,3,OG000,161.08,Serotype-specific Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the Common Serotypes in V116 and PNEUMOVAX™23
1,outcome_overview_vaccine,PPV23,PPV23 (MSD),,,3,OG001,100.76,Serotype-specific Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the Common Serotypes in V116 and PNEUMOVAX™23
1,outcome_overview_manufacturer,MSD,Merck Sharp & Dohme LLC,,,3,OG001,100.76,Serotype-specific Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the Common Serotypes in V116 and PNEUMOVAX™23
2,outcome_overview_vaccine,PCV21(Merck V116),PCV21(Merck V116) (MSD),,,7F,OG000,5327.67,Serotype-specific Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the Common Serotypes in V116 and PNEUMOVAX™23
2,outcome_overview_manufacturer,MSD,Merck Sharp & Dohme LLC,,,7F,OG000,5327.67,Serotype-specific Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the Common Serotypes in V116 and PNEUMOVAX™23
3,outcome_overview_vaccine,PPV23,PPV23 (MSD),,,7F,OG001,4406.11,Serotype-specific Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the Common Serotypes in V116 and PNEUMOVAX™23
3,outcome_overview_manufacturer,MSD,Merck Sharp & Dohme LLC,,,7F,OG001,4406.11,Serotype-specific Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the Common Serotypes in V116 and PNEUMOVAX™23
4,outcome_overview_vaccine,PCV21(Merck V116),PCV21(Merck V116) (MSD),,,19A,OG000,1479.82,Serotype-specific Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the Common Serotypes in V116 and PNEUMOVAX™23
4,outcome_overview_manufacturer,MSD,Merck Sharp & Dohme LLC,,,19A,OG000,1479.82,Serotype-specific Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the Common Serotypes in V116 and PNEUMOVAX™23
5,outcome_overview_vaccine,PPV23,PPV23 (MSD),,,19A,OG001,738.52,Serotype-specific Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the Common Serotypes in V116 and PNEUMOVAX™23
5,outcome_overview_manufacturer,MSD,Merck Sharp & Dohme LLC,,,19A,OG001,738.52,Serotype-specific Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the Common Serotypes in V116 and PNEUMOVAX™23
6,outcome_overview_vaccine,PCV21(Merck V116),PCV21(Merck V116) (MSD),,,22F,OG000,5768.79,Serotype-specific Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the Common Serotypes in V116 and PNEUMOVAX™23
6,outcome_overview_manufacturer,MSD,Merck Sharp & Dohme LLC,,,22F,OG000,5768.79,Serotype-specific Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the Common Serotypes in V116 and PNEUMOVAX™23
