row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
0,outcome_overview_time_frame_weeks,30,4,,,4,OG000,97.1,Percentage of Subjects Achieving Pneumococcal Immunoglobulin G (IgG) Antibody Level ≥0.35 μg/mL in the 13vPnC Group After the 3-dose Infant Series
1,outcome_overview_time_frame_weeks,30,4,,,6B,OG000,93.1,Percentage of Subjects Achieving Pneumococcal Immunoglobulin G (IgG) Antibody Level ≥0.35 μg/mL in the 13vPnC Group After the 3-dose Infant Series
2,outcome_overview_time_frame_weeks,30,4,,,9V,OG000,95.3,Percentage of Subjects Achieving Pneumococcal Immunoglobulin G (IgG) Antibody Level ≥0.35 μg/mL in the 13vPnC Group After the 3-dose Infant Series
3,outcome_overview_time_frame_weeks,30,4,,,14,OG000,98.2,Percentage of Subjects Achieving Pneumococcal Immunoglobulin G (IgG) Antibody Level ≥0.35 μg/mL in the 13vPnC Group After the 3-dose Infant Series
4,outcome_overview_time_frame_weeks,30,4,,,18C n=277),OG000,96.4,Percentage of Subjects Achieving Pneumococcal Immunoglobulin G (IgG) Antibody Level ≥0.35 μg/mL in the 13vPnC Group After the 3-dose Infant Series
5,outcome_overview_time_frame_weeks,30,4,,,19F,OG000,98.5,Percentage of Subjects Achieving Pneumococcal Immunoglobulin G (IgG) Antibody Level ≥0.35 μg/mL in the 13vPnC Group After the 3-dose Infant Series
6,outcome_overview_time_frame_weeks,30,4,,,23F,OG000,90.2,Percentage of Subjects Achieving Pneumococcal Immunoglobulin G (IgG) Antibody Level ≥0.35 μg/mL in the 13vPnC Group After the 3-dose Infant Series
7,outcome_overview_time_frame_weeks,30,4,,,1,OG000,95.7,Percentage of Subjects Achieving Pneumococcal Immunoglobulin G (IgG) Antibody Level ≥0.35 μg/mL in the 13vPnC Group After the 3-dose Infant Series
8,outcome_overview_time_frame_weeks,30,4,,,3,OG000,79.6,Percentage of Subjects Achieving Pneumococcal Immunoglobulin G (IgG) Antibody Level ≥0.35 μg/mL in the 13vPnC Group After the 3-dose Infant Series
9,outcome_overview_time_frame_weeks,30,4,,,5,OG000,87.0,Percentage of Subjects Achieving Pneumococcal Immunoglobulin G (IgG) Antibody Level ≥0.35 μg/mL in the 13vPnC Group After the 3-dose Infant Series
10,outcome_overview_time_frame_weeks,30,4,,,6A,OG000,96.4,Percentage of Subjects Achieving Pneumococcal Immunoglobulin G (IgG) Antibody Level ≥0.35 μg/mL in the 13vPnC Group After the 3-dose Infant Series
11,outcome_overview_time_frame_weeks,30,4,,,7F,OG000,98.6,Percentage of Subjects Achieving Pneumococcal Immunoglobulin G (IgG) Antibody Level ≥0.35 μg/mL in the 13vPnC Group After the 3-dose Infant Series
12,outcome_overview_time_frame_weeks,30,4,,,19A,OG000,97.8,Percentage of Subjects Achieving Pneumococcal Immunoglobulin G (IgG) Antibody Level ≥0.35 μg/mL in the 13vPnC Group After the 3-dose Infant Series
13,outcome_overview_time_frame_weeks,30,4,,,4,OG000,1.46,Geometric Mean Concentration (GMC) for Pneumococcal IgG Antibody in 13vPnC Group After the 3-dose Infant Series
14,outcome_overview_time_frame_weeks,30,4,,,6B,OG000,2.16,Geometric Mean Concentration (GMC) for Pneumococcal IgG Antibody in 13vPnC Group After the 3-dose Infant Series
15,outcome_overview_time_frame_weeks,30,4,,,9V,OG000,1.12,Geometric Mean Concentration (GMC) for Pneumococcal IgG Antibody in 13vPnC Group After the 3-dose Infant Series
16,outcome_overview_time_frame_weeks,30,4,,,14,OG000,5.43,Geometric Mean Concentration (GMC) for Pneumococcal IgG Antibody in 13vPnC Group After the 3-dose Infant Series
17,outcome_overview_time_frame_weeks,30,4,,,18C,OG000,1.37,Geometric Mean Concentration (GMC) for Pneumococcal IgG Antibody in 13vPnC Group After the 3-dose Infant Series
18,outcome_overview_time_frame_weeks,30,4,,,19F,OG000,2.18,Geometric Mean Concentration (GMC) for Pneumococcal IgG Antibody in 13vPnC Group After the 3-dose Infant Series
19,outcome_overview_time_frame_weeks,30,4,,,23F,OG000,1.15,Geometric Mean Concentration (GMC) for Pneumococcal IgG Antibody in 13vPnC Group After the 3-dose Infant Series
20,outcome_overview_time_frame_weeks,30,4,,,1,OG000,1.82,Geometric Mean Concentration (GMC) for Pneumococcal IgG Antibody in 13vPnC Group After the 3-dose Infant Series
21,outcome_overview_time_frame_weeks,30,4,,,3,OG000,0.63,Geometric Mean Concentration (GMC) for Pneumococcal IgG Antibody in 13vPnC Group After the 3-dose Infant Series
22,outcome_overview_time_frame_weeks,30,4,,,5,OG000,0.90,Geometric Mean Concentration (GMC) for Pneumococcal IgG Antibody in 13vPnC Group After the 3-dose Infant Series
