row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
0,outcome_overview_time_frame_weeks,9,22,,,1,OG000,1.15,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
1,outcome_overview_time_frame_weeks,9,22,,,1,OG001,1.61,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
2,outcome_overview_time_frame_weeks,9,22,,,3,OG000,0.86,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
3,outcome_overview_time_frame_weeks,9,22,,,3,OG001,0.58,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
4,outcome_overview_time_frame_weeks,9,22,,,4,OG000,1.41,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
5,outcome_overview_time_frame_weeks,9,22,,,4,OG001,1.27,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
6,outcome_overview_time_frame_weeks,9,22,,,5,OG000,1.48,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
7,outcome_overview_time_frame_weeks,9,22,,,5,OG001,1.66,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
8,outcome_overview_time_frame_weeks,9,22,,,6A,OG000,1.37,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
9,outcome_overview_time_frame_weeks,9,22,,,6A,OG001,3.19,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
10,outcome_overview_time_frame_weeks,9,22,,,6B,OG000,1.69,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
11,outcome_overview_time_frame_weeks,9,22,,,6B,OG001,2.53,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
12,outcome_overview_time_frame_weeks,9,22,,,7F,OG000,1.95,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
13,outcome_overview_time_frame_weeks,9,22,,,7F,OG001,2.92,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
14,outcome_overview_time_frame_weeks,9,22,,,9V,OG000,1.47,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
15,outcome_overview_time_frame_weeks,9,22,,,9V,OG001,1.50,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
16,outcome_overview_time_frame_weeks,9,22,,,14,OG000,4.38,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
17,outcome_overview_time_frame_weeks,9,22,,,14,OG001,6.52,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
18,outcome_overview_time_frame_weeks,9,22,,,18C,OG000,1.46,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
19,outcome_overview_time_frame_weeks,9,22,,,18C,OG001,1.54,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
20,outcome_overview_time_frame_weeks,9,22,,,19A,OG000,1.63,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
21,outcome_overview_time_frame_weeks,9,22,,,19A,OG001,3.00,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
22,outcome_overview_time_frame_weeks,9,22,,,19F,OG000,2.03,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
23,outcome_overview_time_frame_weeks,9,22,,,19F,OG001,2.78,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
24,outcome_overview_time_frame_weeks,9,22,,,23F,OG000,1.17,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
25,outcome_overview_time_frame_weeks,9,22,,,23F,OG001,1.18,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
26,outcome_overview_time_frame_weeks,9,22,,,22F,OG000,4.33,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
27,outcome_overview_time_frame_weeks,9,22,,,22F,OG001,0.05,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
28,outcome_overview_time_frame_weeks,9,22,,,33F,OG000,1.58,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
29,outcome_overview_time_frame_weeks,9,22,,,33F,OG001,0.05,Geometric Mean Concentration (GMC) of Serotype-specific Immunoglobulin G (IgG) at 30 Days After Vaccination 3 (Premature Infants Only)
60,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,1,OG000,1.56,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
61,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,1,OG001,1.96,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
62,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,3,OG000,1.04,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
63,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,3,OG001,0.79,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
64,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,4,OG000,1.55,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
65,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,4,OG001,1.61,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
66,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,5,OG000,3.30,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
67,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,5,OG001,3.60,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
68,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,6A,OG000,4.18,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
69,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,6A,OG001,6.38,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
70,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,6B,OG000,6.62,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
71,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,6B,OG001,6.75,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
72,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,7F,OG000,4.01,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
73,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,7F,OG001,5.10,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
74,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,9V,OG000,3.10,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
75,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,9V,OG001,3.09,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
76,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,14,OG000,5.40,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
77,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,14,OG001,7.15,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
78,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,18C,OG000,3.21,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
79,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,18C,OG001,2.77,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
80,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,19A,OG000,4.96,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
81,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,19A,OG001,6.47,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
82,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,19F,OG000,4.48,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
83,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,19F,OG001,4.83,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
84,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,23F,OG000,2.38,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
85,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,23F,OG001,3.04,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
86,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,22F,OG000,9.83,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
87,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,22F,OG001,0.08,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
88,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,33F,OG000,5.46,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
89,outcome_overview_dose_description,1m post dose 4 child,1m post boost child,,,33F,OG001,0.10,GMC of Serotype-specific IgG at 30 Days After Vaccination 4 (Premature Infants Only)
90,outcome_overview_time_frame_weeks,9,22,,,1,OG000,97.4,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
91,outcome_overview_time_frame_weeks,9,22,,,1,OG001,97.1,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
92,outcome_overview_time_frame_weeks,9,22,,,3,OG000,89.5,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
93,outcome_overview_time_frame_weeks,9,22,,,3,OG001,74.3,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
94,outcome_overview_time_frame_weeks,9,22,,,4,OG000,94.7,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
95,outcome_overview_time_frame_weeks,9,22,,,4,OG001,97.1,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
96,outcome_overview_time_frame_weeks,9,22,,,5,OG000,97.4,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
97,outcome_overview_time_frame_weeks,9,22,,,5,OG001,88.6,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
98,outcome_overview_time_frame_weeks,9,22,,,6A,OG000,97.4,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
99,outcome_overview_time_frame_weeks,9,22,,,6A,OG001,97.1,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
100,outcome_overview_time_frame_weeks,9,22,,,6B,OG000,92.1,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
101,outcome_overview_time_frame_weeks,9,22,,,6B,OG001,94.3,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
102,outcome_overview_time_frame_weeks,9,22,,,7F,OG000,97.4,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
103,outcome_overview_time_frame_weeks,9,22,,,7F,OG001,100,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
104,outcome_overview_time_frame_weeks,9,22,,,9V,OG000,97.4,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
105,outcome_overview_time_frame_weeks,9,22,,,9V,OG001,94.3,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
106,outcome_overview_time_frame_weeks,9,22,,,14,OG000,100,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
107,outcome_overview_time_frame_weeks,9,22,,,14,OG001,97.1,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
108,outcome_overview_time_frame_weeks,9,22,,,18C,OG000,97.4,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
109,outcome_overview_time_frame_weeks,9,22,,,18C,OG001,94.3,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
110,outcome_overview_time_frame_weeks,9,22,,,19A,OG000,94.7,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
111,outcome_overview_time_frame_weeks,9,22,,,19A,OG001,97.1,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
112,outcome_overview_time_frame_weeks,9,22,,,19F,OG000,97.4,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
113,outcome_overview_time_frame_weeks,9,22,,,19F,OG001,100,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
114,outcome_overview_time_frame_weeks,9,22,,,23F,OG000,89.5,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
115,outcome_overview_time_frame_weeks,9,22,,,23F,OG001,94.3,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
116,outcome_overview_time_frame_weeks,9,22,,,22F,OG000,97.4,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
117,outcome_overview_time_frame_weeks,9,22,,,22F,OG001,2.9,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
118,outcome_overview_time_frame_weeks,9,22,,,33F,OG000,86.8,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
119,outcome_overview_time_frame_weeks,9,22,,,33F,OG001,2.9,Percentage of Participants Meeting Serotype-specific IgG Threshold of ≥0.35 μg/mL 30 Days After Vaccination 3 (Premature Infants Only)
