row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
24,outcome_overview_schedule,1 dose adult,2 dose adult,,,1,OG000,79,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 13 Serotypes for 13vPnC / 13vPnC (Vax 2 / Year 1) Relative to 13vPnC (Vax 1 / Year 0)
26,outcome_overview_schedule,1 dose adult,2 dose adult,,,3,OG000,55,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 13 Serotypes for 13vPnC / 13vPnC (Vax 2 / Year 1) Relative to 13vPnC (Vax 1 / Year 0)
28,outcome_overview_schedule,1 dose adult,2 dose adult,,,4,OG000,614,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 13 Serotypes for 13vPnC / 13vPnC (Vax 2 / Year 1) Relative to 13vPnC (Vax 1 / Year 0)
30,outcome_overview_schedule,1 dose adult,2 dose adult,,,5,OG000,69,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 13 Serotypes for 13vPnC / 13vPnC (Vax 2 / Year 1) Relative to 13vPnC (Vax 1 / Year 0)
32,outcome_overview_schedule,1 dose adult,2 dose adult,,,6A,OG000,971,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 13 Serotypes for 13vPnC / 13vPnC (Vax 2 / Year 1) Relative to 13vPnC (Vax 1 / Year 0)
34,outcome_overview_schedule,1 dose adult,2 dose adult,,,6B,OG000,1358,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 13 Serotypes for 13vPnC / 13vPnC (Vax 2 / Year 1) Relative to 13vPnC (Vax 1 / Year 0)
36,outcome_overview_schedule,1 dose adult,2 dose adult,,,7F,OG000,222,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 13 Serotypes for 13vPnC / 13vPnC (Vax 2 / Year 1) Relative to 13vPnC (Vax 1 / Year 0)
38,outcome_overview_schedule,1 dose adult,2 dose adult,,,9V,OG000,187,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 13 Serotypes for 13vPnC / 13vPnC (Vax 2 / Year 1) Relative to 13vPnC (Vax 1 / Year 0)
40,outcome_overview_schedule,1 dose adult,2 dose adult,,,14,OG000,265,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 13 Serotypes for 13vPnC / 13vPnC (Vax 2 / Year 1) Relative to 13vPnC (Vax 1 / Year 0)
42,outcome_overview_schedule,1 dose adult,2 dose adult,,,18C,OG000,918,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 13 Serotypes for 13vPnC / 13vPnC (Vax 2 / Year 1) Relative to 13vPnC (Vax 1 / Year 0)
44,outcome_overview_schedule,1 dose adult,2 dose adult,,,19A,OG000,349,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 13 Serotypes for 13vPnC / 13vPnC (Vax 2 / Year 1) Relative to 13vPnC (Vax 1 / Year 0)
46,outcome_overview_schedule,1 dose adult,2 dose adult,,,19F,OG000,329,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 13 Serotypes for 13vPnC / 13vPnC (Vax 2 / Year 1) Relative to 13vPnC (Vax 1 / Year 0)
48,outcome_overview_schedule,1 dose adult,2 dose adult,,,23F,OG000,167,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 13 Serotypes for 13vPnC / 13vPnC (Vax 2 / Year 1) Relative to 13vPnC (Vax 1 / Year 0)
