row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
0,outcome_overview_dose_description,20w post dose 1 child,22w post dose 1 child,,,,OG000,306.20,Geometric Mean Titer (GMT) of Meningococcal C Antigen as Measured by SBA in 13vPnC Group Relative to 7vPnC Group After the 2-dose Infant Series
0,outcome_overview_time_frame_weeks,20,22,,,,OG000,306.20,Geometric Mean Titer (GMT) of Meningococcal C Antigen as Measured by SBA in 13vPnC Group Relative to 7vPnC Group After the 2-dose Infant Series
1,outcome_overview_dose_description,20w post dose 1 child,22w post dose 1 child,,,,OG001,345.42,Geometric Mean Titer (GMT) of Meningococcal C Antigen as Measured by SBA in 13vPnC Group Relative to 7vPnC Group After the 2-dose Infant Series
1,outcome_overview_time_frame_weeks,20,22,,,,OG001,345.42,Geometric Mean Titer (GMT) of Meningococcal C Antigen as Measured by SBA in 13vPnC Group Relative to 7vPnC Group After the 2-dose Infant Series
2,outcome_overview_assay,Unknown,GMC,,,,OG000,3.40,Geometric Mean Antibody Concentration of Haemophilus Influenzae Type b (Hib) Polyribosylribitol Phosphate (PRP) as Measured by Enzyme-linked Immunosorbent Assay (ELISA) in 13vPnC Group Relative to 7vPnC Group After the 2-dose Infant Series
2,outcome_overview_dose_description,20w post dose 1 child,22w post dose 1 child,,,,OG000,3.40,Geometric Mean Antibody Concentration of Haemophilus Influenzae Type b (Hib) Polyribosylribitol Phosphate (PRP) as Measured by Enzyme-linked Immunosorbent Assay (ELISA) in 13vPnC Group Relative to 7vPnC Group After the 2-dose Infant Series
2,outcome_overview_time_frame_weeks,20,22,,,,OG000,3.40,Geometric Mean Antibody Concentration of Haemophilus Influenzae Type b (Hib) Polyribosylribitol Phosphate (PRP) as Measured by Enzyme-linked Immunosorbent Assay (ELISA) in 13vPnC Group Relative to 7vPnC Group After the 2-dose Infant Series
3,outcome_overview_assay,Unknown,GMC,,,,OG001,4.44,Geometric Mean Antibody Concentration of Haemophilus Influenzae Type b (Hib) Polyribosylribitol Phosphate (PRP) as Measured by Enzyme-linked Immunosorbent Assay (ELISA) in 13vPnC Group Relative to 7vPnC Group After the 2-dose Infant Series
3,outcome_overview_dose_description,20w post dose 1 child,22w post dose 1 child,,,,OG001,4.44,Geometric Mean Antibody Concentration of Haemophilus Influenzae Type b (Hib) Polyribosylribitol Phosphate (PRP) as Measured by Enzyme-linked Immunosorbent Assay (ELISA) in 13vPnC Group Relative to 7vPnC Group After the 2-dose Infant Series
3,outcome_overview_time_frame_weeks,20,22,,,,OG001,4.44,Geometric Mean Antibody Concentration of Haemophilus Influenzae Type b (Hib) Polyribosylribitol Phosphate (PRP) as Measured by Enzyme-linked Immunosorbent Assay (ELISA) in 13vPnC Group Relative to 7vPnC Group After the 2-dose Infant Series
4,outcome_overview_assay,Unknown,GMC,,,"Pertussis FHA (n=119,113)",OG000,54.74,"Geometric Mean Antibody Concentration of Pertusis Filamentous Haemagglutinin (FHA), Pertussis Toxoid (PT), Pertactin (PRN), and Fimbrial Agglutinogens (FIM) as Measured by ELISA in 13vPnC Group Relative to 7vPnC Group After the 2-dose Infant Series"
4,outcome_overview_dose_description,20w post dose 1 child,22w post dose 1 child,,,"Pertussis FHA (n=119,113)",OG000,54.74,"Geometric Mean Antibody Concentration of Pertusis Filamentous Haemagglutinin (FHA), Pertussis Toxoid (PT), Pertactin (PRN), and Fimbrial Agglutinogens (FIM) as Measured by ELISA in 13vPnC Group Relative to 7vPnC Group After the 2-dose Infant Series"
