row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
0,outcome_overview_manufacturer,GSK,GlaxoSmithKline,,,1,OG000,3.41,Antibody Concentrations Against Pneumococal Serotypes Contained in the Vaccine
2,outcome_overview_manufacturer,GSK,GlaxoSmithKline,,,4,OG000,4.00,Antibody Concentrations Against Pneumococal Serotypes Contained in the Vaccine
4,outcome_overview_manufacturer,GSK,GlaxoSmithKline,,,5,OG000,4.52,Antibody Concentrations Against Pneumococal Serotypes Contained in the Vaccine
6,outcome_overview_manufacturer,GSK,GlaxoSmithKline,,,6B,OG000,1.40,Antibody Concentrations Against Pneumococal Serotypes Contained in the Vaccine
8,outcome_overview_manufacturer,GSK,GlaxoSmithKline,,,7F,OG000,4.08,Antibody Concentrations Against Pneumococal Serotypes Contained in the Vaccine
10,outcome_overview_manufacturer,GSK,GlaxoSmithKline,,,9V,OG000,3.39,Antibody Concentrations Against Pneumococal Serotypes Contained in the Vaccine
12,outcome_overview_manufacturer,GSK,GlaxoSmithKline,,,14,OG000,5.54,Antibody Concentrations Against Pneumococal Serotypes Contained in the Vaccine
14,outcome_overview_manufacturer,GSK,GlaxoSmithKline,,,18C,OG000,5.80,Antibody Concentrations Against Pneumococal Serotypes Contained in the Vaccine
16,outcome_overview_manufacturer,GSK,GlaxoSmithKline,,,19F,OG000,7.41,Antibody Concentrations Against Pneumococal Serotypes Contained in the Vaccine
18,outcome_overview_manufacturer,GSK,GlaxoSmithKline,,,23F,OG000,1.96,Antibody Concentrations Against Pneumococal Serotypes Contained in the Vaccine
20,outcome_overview_manufacturer,GSK,GlaxoSmithKline,,,6A,OG000,0.38,Antibody Concentrations Against Pneumococcal Cross-reactive Serotypes
22,outcome_overview_manufacturer,GSK,GlaxoSmithKline,,,19A,OG000,0.29,Antibody Concentrations Against Pneumococcal Cross-reactive Serotypes
