row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
0,outcome_overview_dose_number,1,2,,,1,OG000,148,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
0,outcome_overview_dose_description,1m post dose 1 adult,1m post dose 2 adult,,,1,OG000,148,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
1,outcome_overview_schedule,2 dose adult,1 dose adult,,,1,OG001,148,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
2,outcome_overview_dose_number,1,2,,,3,OG000,125,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
2,outcome_overview_dose_description,1m post dose 1 adult,1m post dose 2 adult,,,3,OG000,125,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
3,outcome_overview_schedule,2 dose adult,1 dose adult,,,3,OG001,80,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
4,outcome_overview_dose_number,1,2,,,4,OG000,1385,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
4,outcome_overview_dose_description,1m post dose 1 adult,1m post dose 2 adult,,,4,OG000,1385,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
5,outcome_overview_schedule,2 dose adult,1 dose adult,,,4,OG001,1357,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
6,outcome_overview_dose_number,1,2,,,5,OG000,199,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
6,outcome_overview_dose_description,1m post dose 1 adult,1m post dose 2 adult,,,5,OG000,199,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
7,outcome_overview_schedule,2 dose adult,1 dose adult,,,5,OG001,140,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
8,outcome_overview_dose_number,1,2,,,6B,OG000,1215,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
8,outcome_overview_dose_description,1m post dose 1 adult,1m post dose 2 adult,,,6B,OG000,1215,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
9,outcome_overview_schedule,2 dose adult,1 dose adult,,,6B,OG001,706,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
10,outcome_overview_dose_number,1,2,,,7F,OG000,537,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
10,outcome_overview_dose_description,1m post dose 1 adult,1m post dose 2 adult,,,7F,OG000,537,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
11,outcome_overview_schedule,2 dose adult,1 dose adult,,,7F,OG001,331,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
12,outcome_overview_dose_number,1,2,,,9V,OG000,373,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
12,outcome_overview_dose_description,1m post dose 1 adult,1m post dose 2 adult,,,9V,OG000,373,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
13,outcome_overview_schedule,2 dose adult,1 dose adult,,,9V,OG001,288,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
14,outcome_overview_dose_number,1,2,,,14,OG000,622,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
14,outcome_overview_dose_description,1m post dose 1 adult,1m post dose 2 adult,,,14,OG000,622,Pneumococcal OPA Geometric Mean Titers (GMTs) for the 12 Common Serotypes for 13vPnC / 23vPS (Year 1) Versus 23vPS (Year 0)
