row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
1,outcome_overview_schedule,1 dose adult,2 dose adult,,,1,OG001,454,Serotype-Specific Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titres (GMTs) 1 Month After Vaccination 1: 13 Common Serotypes in 13vPnC
3,outcome_overview_schedule,1 dose adult,2 dose adult,,,3,OG001,64,Serotype-Specific Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titres (GMTs) 1 Month After Vaccination 1: 13 Common Serotypes in 13vPnC
5,outcome_overview_schedule,1 dose adult,2 dose adult,,,4,OG001,1153,Serotype-Specific Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titres (GMTs) 1 Month After Vaccination 1: 13 Common Serotypes in 13vPnC
7,outcome_overview_schedule,1 dose adult,2 dose adult,,,5,OG001,215,Serotype-Specific Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titres (GMTs) 1 Month After Vaccination 1: 13 Common Serotypes in 13vPnC
9,outcome_overview_schedule,1 dose adult,2 dose adult,,,6A,OG001,2440,Serotype-Specific Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titres (GMTs) 1 Month After Vaccination 1: 13 Common Serotypes in 13vPnC
11,outcome_overview_schedule,1 dose adult,2 dose adult,,,6B,OG001,2218,Serotype-Specific Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titres (GMTs) 1 Month After Vaccination 1: 13 Common Serotypes in 13vPnC
13,outcome_overview_schedule,1 dose adult,2 dose adult,,,7F,OG001,1936,Serotype-Specific Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titres (GMTs) 1 Month After Vaccination 1: 13 Common Serotypes in 13vPnC
15,outcome_overview_schedule,1 dose adult,2 dose adult,,,9V,OG001,1612,Serotype-Specific Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titres (GMTs) 1 Month After Vaccination 1: 13 Common Serotypes in 13vPnC
17,outcome_overview_schedule,1 dose adult,2 dose adult,,,14,OG001,1282,Serotype-Specific Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titres (GMTs) 1 Month After Vaccination 1: 13 Common Serotypes in 13vPnC
19,outcome_overview_schedule,1 dose adult,2 dose adult,,,18C,OG001,1660,Serotype-Specific Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titres (GMTs) 1 Month After Vaccination 1: 13 Common Serotypes in 13vPnC
21,outcome_overview_schedule,1 dose adult,2 dose adult,,,19A,OG001,1137,Serotype-Specific Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titres (GMTs) 1 Month After Vaccination 1: 13 Common Serotypes in 13vPnC
23,outcome_overview_schedule,1 dose adult,2 dose adult,,,19F,OG001,738,Serotype-Specific Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titres (GMTs) 1 Month After Vaccination 1: 13 Common Serotypes in 13vPnC
25,outcome_overview_schedule,1 dose adult,2 dose adult,,,23F,OG001,509,Serotype-Specific Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titres (GMTs) 1 Month After Vaccination 1: 13 Common Serotypes in 13vPnC
