row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
1,outcome_overview_schedule,2 dose adult,1 dose adult,,,1,OG001,153.8,Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the 13 Matched Serotypes at 1 Month After Vaccination 1 (20vPnC or 13vPnC) in Cohort 1: Evaluable 13-Matched Immunogenicity Population
3,outcome_overview_schedule,2 dose adult,1 dose adult,,,3,OG001,47.8,Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the 13 Matched Serotypes at 1 Month After Vaccination 1 (20vPnC or 13vPnC) in Cohort 1: Evaluable 13-Matched Immunogenicity Population
5,outcome_overview_schedule,2 dose adult,1 dose adult,,,4,OG001,626.9,Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the 13 Matched Serotypes at 1 Month After Vaccination 1 (20vPnC or 13vPnC) in Cohort 1: Evaluable 13-Matched Immunogenicity Population
7,outcome_overview_schedule,2 dose adult,1 dose adult,,,5,OG001,109.7,Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the 13 Matched Serotypes at 1 Month After Vaccination 1 (20vPnC or 13vPnC) in Cohort 1: Evaluable 13-Matched Immunogenicity Population
9,outcome_overview_schedule,2 dose adult,1 dose adult,,,6A,OG001,1165.1,Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the 13 Matched Serotypes at 1 Month After Vaccination 1 (20vPnC or 13vPnC) in Cohort 1: Evaluable 13-Matched Immunogenicity Population
11,outcome_overview_schedule,2 dose adult,1 dose adult,,,6B,OG001,1341.3,Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the 13 Matched Serotypes at 1 Month After Vaccination 1 (20vPnC or 13vPnC) in Cohort 1: Evaluable 13-Matched Immunogenicity Population
13,outcome_overview_schedule,2 dose adult,1 dose adult,,,7F,OG001,1129.2,Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the 13 Matched Serotypes at 1 Month After Vaccination 1 (20vPnC or 13vPnC) in Cohort 1: Evaluable 13-Matched Immunogenicity Population
15,outcome_overview_schedule,2 dose adult,1 dose adult,,,9V,OG001,1567.8,Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the 13 Matched Serotypes at 1 Month After Vaccination 1 (20vPnC or 13vPnC) in Cohort 1: Evaluable 13-Matched Immunogenicity Population
17,outcome_overview_schedule,2 dose adult,1 dose adult,,,14,OG001,746.7,Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the 13 Matched Serotypes at 1 Month After Vaccination 1 (20vPnC or 13vPnC) in Cohort 1: Evaluable 13-Matched Immunogenicity Population
19,outcome_overview_schedule,2 dose adult,1 dose adult,,,18C,OG001,1482.3,Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the 13 Matched Serotypes at 1 Month After Vaccination 1 (20vPnC or 13vPnC) in Cohort 1: Evaluable 13-Matched Immunogenicity Population
21,outcome_overview_schedule,2 dose adult,1 dose adult,,,19A,OG001,645.3,Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the 13 Matched Serotypes at 1 Month After Vaccination 1 (20vPnC or 13vPnC) in Cohort 1: Evaluable 13-Matched Immunogenicity Population
23,outcome_overview_schedule,2 dose adult,1 dose adult,,,19F,OG001,333.3,Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the 13 Matched Serotypes at 1 Month After Vaccination 1 (20vPnC or 13vPnC) in Cohort 1: Evaluable 13-Matched Immunogenicity Population
25,outcome_overview_schedule,2 dose adult,1 dose adult,,,23F,OG001,335.1,Pneumococcal Opsonophagocytic Activity (OPA) Geometric Mean Titers (GMTs) for the 13 Matched Serotypes at 1 Month After Vaccination 1 (20vPnC or 13vPnC) in Cohort 1: Evaluable 13-Matched Immunogenicity Population
