row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
0,outcome_overview_schedule,3+1 child,3 dose child,,,4,OG000,6.76,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group Relative After the 3-Dose Infant Series
1,outcome_overview_schedule,3+1 child,3 dose child,,,6B,OG000,4.77,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group Relative After the 3-Dose Infant Series
2,outcome_overview_schedule,3+1 child,3 dose child,,,9V,OG000,3.39,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group Relative After the 3-Dose Infant Series
3,outcome_overview_schedule,3+1 child,3 dose child,,,14,OG000,14.69,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group Relative After the 3-Dose Infant Series
4,outcome_overview_schedule,3+1 child,3 dose child,,,18C,OG000,3.68,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group Relative After the 3-Dose Infant Series
5,outcome_overview_schedule,3+1 child,3 dose child,,,19F,OG000,5.71,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group Relative After the 3-Dose Infant Series
6,outcome_overview_schedule,3+1 child,3 dose child,,,23F,OG000,2.57,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group Relative After the 3-Dose Infant Series
7,outcome_overview_schedule,3+1 child,3 dose child,,,1,OG000,5.11,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group Relative After the 3-Dose Infant Series
8,outcome_overview_schedule,3+1 child,3 dose child,,,3,OG000,2.87,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group Relative After the 3-Dose Infant Series
9,outcome_overview_schedule,3+1 child,3 dose child,,,5,OG000,3.85,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group Relative After the 3-Dose Infant Series
10,outcome_overview_schedule,3+1 child,3 dose child,,,6A,OG000,3.77,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group Relative After the 3-Dose Infant Series
11,outcome_overview_schedule,3+1 child,3 dose child,,,7F,OG000,5.78,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group Relative After the 3-Dose Infant Series
12,outcome_overview_schedule,3+1 child,3 dose child,,,19A,OG000,6.97,Geometric Mean Antibody Concentration (GMC) in 13vPnC Group Relative After the 3-Dose Infant Series
