row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
0,_selection,excluded,included,,,Anti-1,OG000,1.2,"Antibody Concentrations Against Pneumococcal Serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F and 23F. (Primary/Full Vaccination)"
1,_selection,excluded,included,,,Anti-1,OG001,1.19,"Antibody Concentrations Against Pneumococcal Serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F and 23F. (Primary/Full Vaccination)"
2,_selection,excluded,included,,,Anti-1,OG002,1.22,"Antibody Concentrations Against Pneumococcal Serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F and 23F. (Primary/Full Vaccination)"
3,_selection,excluded,included,,,Anti-1,OG003,0.77,"Antibody Concentrations Against Pneumococcal Serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F and 23F. (Primary/Full Vaccination)"
4,_selection,excluded,included,,,Anti-4,OG000,1.84,"Antibody Concentrations Against Pneumococcal Serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F and 23F. (Primary/Full Vaccination)"
5,_selection,excluded,included,,,Anti-4,OG001,3.47,"Antibody Concentrations Against Pneumococcal Serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F and 23F. (Primary/Full Vaccination)"
6,_selection,excluded,included,,,Anti-4,OG002,4.21,"Antibody Concentrations Against Pneumococcal Serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F and 23F. (Primary/Full Vaccination)"
7,_selection,excluded,included,,,Anti-4,OG003,5.72,"Antibody Concentrations Against Pneumococcal Serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F and 23F. (Primary/Full Vaccination)"
8,_selection,excluded,included,,,Anti-5,OG000,2.04,"Antibody Concentrations Against Pneumococcal Serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F and 23F. (Primary/Full Vaccination)"
9,_selection,excluded,included,,,Anti-5,OG001,1.72,"Antibody Concentrations Against Pneumococcal Serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F and 23F. (Primary/Full Vaccination)"
10,_selection,excluded,included,,,Anti-5,OG002,1.8,"Antibody Concentrations Against Pneumococcal Serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F and 23F. (Primary/Full Vaccination)"
11,_selection,excluded,included,,,Anti-5,OG003,1.16,"Antibody Concentrations Against Pneumococcal Serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F and 23F. (Primary/Full Vaccination)"
12,_selection,excluded,included,,,Anti-6B,OG000,0.37,"Antibody Concentrations Against Pneumococcal Serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F and 23F. (Primary/Full Vaccination)"
13,_selection,excluded,included,,,Anti-6B,OG001,0.21,"Antibody Concentrations Against Pneumococcal Serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F and 23F. (Primary/Full Vaccination)"
14,_selection,excluded,included,,,Anti-6B,OG002,0.53,"Antibody Concentrations Against Pneumococcal Serotypes 1, 4, 5, 6B, 7F, 9V, 14, 18C, 19F and 23F. (Primary/Full Vaccination)"
