row_index,field,agent_a_value,agent_b_value,chosen_value,notes,serotype,group_id,context_value,outcome_title
0,outcome_overview_vaccine,PCV10 (Synflorix),PCV13,,,Ply,OG000,24206.23,Antibody Concentrations Against Pneumococcal Pneumolysin Toxoid (Ply) and Pneumococcal Histidine Triad Protein D (PhtD) Proteins - Immuno/Reacto Sub-cohort
0,outcome_overview_manufacturer,GSK,Pfizer,,,Ply,OG000,24206.23,Antibody Concentrations Against Pneumococcal Pneumolysin Toxoid (Ply) and Pneumococcal Histidine Triad Protein D (PhtD) Proteins - Immuno/Reacto Sub-cohort
0,outcome_overview_time_frame_weeks,4,,,,Ply,OG000,24206.23,Antibody Concentrations Against Pneumococcal Pneumolysin Toxoid (Ply) and Pneumococcal Histidine Triad Protein D (PhtD) Proteins - Immuno/Reacto Sub-cohort
1,outcome_overview_time_frame_weeks,4,,,,Ply,OG001,1063.15,Antibody Concentrations Against Pneumococcal Pneumolysin Toxoid (Ply) and Pneumococcal Histidine Triad Protein D (PhtD) Proteins - Immuno/Reacto Sub-cohort
2,outcome_overview_vaccine,PCV10 (Synflorix),PCV13,,,Ply,OG000,13108.68,Antibody Concentrations Against Pneumococcal Pneumolysin Toxoid (Ply) and Pneumococcal Histidine Triad Protein D (PhtD) Proteins - Immuno/Reacto Sub-cohort
2,outcome_overview_manufacturer,GSK,Pfizer,,,Ply,OG000,13108.68,Antibody Concentrations Against Pneumococcal Pneumolysin Toxoid (Ply) and Pneumococcal Histidine Triad Protein D (PhtD) Proteins - Immuno/Reacto Sub-cohort
2,outcome_overview_time_frame_weeks,4,,,,Ply,OG000,13108.68,Antibody Concentrations Against Pneumococcal Pneumolysin Toxoid (Ply) and Pneumococcal Histidine Triad Protein D (PhtD) Proteins - Immuno/Reacto Sub-cohort
3,outcome_overview_time_frame_weeks,4,,,,Ply,OG001,2245.92,Antibody Concentrations Against Pneumococcal Pneumolysin Toxoid (Ply) and Pneumococcal Histidine Triad Protein D (PhtD) Proteins - Immuno/Reacto Sub-cohort
4,outcome_overview_vaccine,PCV10 (Synflorix),PCV13,,,Ply,OG000,36234.97,Antibody Concentrations Against Pneumococcal Pneumolysin Toxoid (Ply) and Pneumococcal Histidine Triad Protein D (PhtD) Proteins - Immuno/Reacto Sub-cohort
4,outcome_overview_manufacturer,GSK,Pfizer,,,Ply,OG000,36234.97,Antibody Concentrations Against Pneumococcal Pneumolysin Toxoid (Ply) and Pneumococcal Histidine Triad Protein D (PhtD) Proteins - Immuno/Reacto Sub-cohort
4,outcome_overview_time_frame_weeks,4,,,,Ply,OG000,36234.97,Antibody Concentrations Against Pneumococcal Pneumolysin Toxoid (Ply) and Pneumococcal Histidine Triad Protein D (PhtD) Proteins - Immuno/Reacto Sub-cohort
5,outcome_overview_time_frame_weeks,4,,,,Ply,OG001,2658.05,Antibody Concentrations Against Pneumococcal Pneumolysin Toxoid (Ply) and Pneumococcal Histidine Triad Protein D (PhtD) Proteins - Immuno/Reacto Sub-cohort
6,outcome_overview_vaccine,PCV10 (Synflorix),PCV13,,,Ply,OG000,19390.01,Antibody Concentrations Against Pneumococcal Pneumolysin Toxoid (Ply) and Pneumococcal Histidine Triad Protein D (PhtD) Proteins - Immuno/Reacto Sub-cohort
6,outcome_overview_manufacturer,GSK,Pfizer,,,Ply,OG000,19390.01,Antibody Concentrations Against Pneumococcal Pneumolysin Toxoid (Ply) and Pneumococcal Histidine Triad Protein D (PhtD) Proteins - Immuno/Reacto Sub-cohort
